ticker,name,sector,sector_pe,last_updated,price,price_1m_ret,price_3m_ret,price_6m_ret,low_52w,high_52w,pct_above_52w_low,price_trend,volume_trend,pe,pb,roe,roce,de,revenue_growth,market_cap_cr,screener_url,fii_pct,dii_pct,promoter_pct,fii_q1,fii_q2,fii_q3,fii_q4,dii_q1,dii_q2,dii_q3,dii_q4,fii_selling_4q,dii_buying_4q,fii_trend_pct,dii_trend_pct,fii_label,dii_label,fair_value,buy_zone_low,buy_zone_high,strong_buy_below,value_signal,valuation_methods,composite_score,grade,rank,score_value,score_quality,score_momentum,score_smartmoney,rank_value,rank_quality,rank_momentum,rank_smartmoney,scrape_status,exported_at
COFORGE.NS,Coforge,IT,28.0,2026-04-30 11:16,1192.0,4.13,-28.42,-32.02,1073.9,1973.19,11.0,Falling,Normal,40.7,0.0,16.0,20.3,0.0,26.73,51210.0,https://www.screener.in/company/COFORGE/consolidated/,34.37,54.28,0.0,34.37,34.04,35.0,41.43,54.28,55.02,54.29,47.29,0,0,-7.06,6.99,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹820.05 | 52W Low Buffer: ₹1234.98,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
VOLTAS.NS,Voltas,Engineering,28.0,2026-04-30 11:16,1424.8,7.73,10.4,0.65,1196.92,1561.3,19.04,Rising,Rising,90.8,0.0,13.5,17.6,0.0,-8.36,47042.0,https://www.screener.in/company/VOLTAS/consolidated/,19.08,33.63,30.3,19.08,17.84,17.18,14.71,33.63,35.82,37.0,40.36,0,0,4.37,-6.73,Buying (+4.4% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹439.37 | 52W Low Buffer: ₹1376.46,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
THERMAX.NS,Thermax,Engineering,28.0,2026-04-30 11:16,3951.1,23.59,34.88,27.05,2773.8,4185.2,42.44,Rising,Rising,73.6,0.0,13.6,16.2,0.0,-0.37,47141.0,https://www.screener.in/company/THERMAX/consolidated/,12.35,15.5,61.99,12.35,12.54,12.01,12.24,15.5,15.46,15.86,15.82,0,0,0.11,-0.32,Buying (+0.1% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1503.14 | 52W Low Buffer: ₹3189.87,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
MOTILALOFS.NS,Motil.Oswal.Fin.,Miscellaneous,22.0,2026-04-30 11:16,799.75,19.61,3.97,-19.92,628.2,1082.56,27.31,Stable,Rising,25.8,0.0,15.6,12.6,0.0,12.4,48182.0,https://www.screener.in/company/MOTILALOFS/consolidated/,6.41,6.11,69.66,6.41,6.29,6.48,6.73,6.11,6.29,6.76,6.94,0,0,-0.32,-0.83,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹681.96 | 52W Low Buffer: ₹722.43,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
PIIND.NS,P I Industries,Miscellaneous,22.0,2026-04-30 11:16,3024.0,7.59,-2.69,-14.68,2718.8,4306.54,11.23,Stable,Normal,33.7,0.0,17.6,22.9,0.0,-13.06,45936.0,https://www.screener.in/company/PIIND/consolidated/,19.17,23.8,46.08,19.17,20.01,20.41,20.26,23.8,23.11,23.0,24.18,0,0,-1.09,-0.38,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1974.12 | 52W Low Buffer: ₹3126.62,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SUPREMEIND.NS,Supreme Inds.,Miscellaneous,22.0,2026-04-30 11:16,3543.7,-5.44,5.82,-16.18,3221.1,4624.42,10.02,Stable,Rising,47.1,0.0,16.1,21.2,0.0,7.39,44941.0,https://www.screener.in/company/SUPREMEIND/consolidated/,19.06,17.12,48.85,19.06,23.85,24.65,24.68,17.12,12.54,11.95,11.41,1,1,-5.62,5.71,Selling (-5.6% over 4Q),Accumulating (+5.7% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1655.23 | 52W Low Buffer: ₹3704.26,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
APARINDS.NS,Apar Inds.,Miscellaneous,22.0,2026-04-30 11:16,12359.5,16.51,77.43,40.7,5493.97,12387.5,124.96,Rising,Normal,50.2,0.0,19.5,32.7,0.0,15.76,49684.0,https://www.screener.in/company/APARINDS/consolidated/,7.47,17.97,60.64,7.47,9.09,10.98,11.55,17.97,17.06,18.62,18.9,1,0,-4.08,-0.93,Selling (-4.1% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹5416.51 | 52W Low Buffer: ₹6318.07,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
KEI.NS,KEI Industries,Miscellaneous,22.0,2026-04-30 11:16,4781.8,15.95,21.53,14.74,3033.41,5206.0,57.64,Rising,Normal,53.1,0.0,15.6,21.3,0.0,14.89,45702.0,https://www.screener.in/company/KEI/consolidated/,27.67,19.55,37.1,27.67,29.57,30.95,31.0,19.55,17.64,16.05,16.3,1,0,-3.33,3.25,Selling (-3.3% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1981.16 | 52W Low Buffer: ₹3488.42,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
COCHINSHIP.NS,Cochin Shipyard,Defence,40.0,2026-04-30 11:16,1720.6,36.9,17.54,-3.48,1193.1,2378.17,44.21,Rising,Rising,62.3,0.0,15.6,20.3,0.0,9.85,45276.0,https://www.screener.in/company/COCHINSHIP/consolidated/,5.73,3.21,72.86,5.73,5.82,4.11,5.23,3.21,2.24,2.2,2.45,0,0,0.5,0.76,Buying (+0.5% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1104.72 | 52W Low Buffer: ₹1372.06,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
TATACOMM.NS,Tata Comm,Telecom,20.0,2026-04-30 11:16,1582.1,13.14,-2.21,-19.74,1347.9,1971.3,17.38,Stable,Rising,40.9,0.0,34.0,14.7,0.0,7.33,45050.0,https://www.screener.in/company/TATACOMM/consolidated/,17.18,14.07,58.86,17.18,17.53,19.2,18.24,14.07,13.55,12.12,13.14,0,0,-1.06,0.93,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹773.64 | 52W Low Buffer: ₹1550.09,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
IRCTC.NS,I R C T C,Miscellaneous,22.0,2026-04-30 11:16,538.5,5.46,-11.76,-24.14,494.5,797.73,8.9,Falling,Normal,31.2,0.0,37.1,49.0,0.0,7.47,43112.0,https://www.screener.in/company/IRCTC/consolidated/,6.99,9.92,62.4,6.99,7.11,7.34,8.08,9.92,10.53,11.98,12.72,1,0,-1.09,-2.8,Selling (-1.1% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹379.71 | 52W Low Buffer: ₹568.67,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
JKCEMENT.NS,J K Cements,Cement,25.0,2026-04-30 11:16,5297.0,4.15,-6.06,-19.19,4878.5,7539.0,8.58,Stable,Normal,38.8,0.0,13.9,14.0,0.0,12.94,40848.0,https://www.screener.in/company/JKCEMENT/consolidated/,15.5,23.15,45.8,15.5,14.4,15.25,15.92,23.15,24.25,24.01,23.37,0,0,-0.42,-0.22,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹3413.02 | 52W Low Buffer: ₹5610.27,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
BALKRISIND.NS,Balkrishna Inds,Miscellaneous,22.0,2026-04-30 11:16,2147.6,-0.13,-11.0,-5.26,2040.2,2760.45,5.26,Falling,Normal,31.7,0.0,15.8,16.7,0.0,1.88,41573.0,https://www.screener.in/company/BALKRISIND/consolidated/,12.4,20.9,58.3,12.4,12.53,12.69,12.24,20.9,21.11,21.32,21.97,0,0,0.16,-1.07,Buying (+0.2% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1490.45 | 52W Low Buffer: ₹2346.23,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
RADICO.NS,Radico Khaitan,FMCG,45.0,2026-04-30 11:16,3295.0,24.8,16.33,11.63,2435.87,3458.5,35.27,Rising,Rising,83.7,0.0,13.3,16.0,0.0,20.81,44320.0,https://www.screener.in/company/RADICO/consolidated/,18.26,23.76,40.27,18.26,18.18,19.01,18.58,23.76,23.92,23.99,24.72,0,0,-0.32,-0.96,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1771.51 | 52W Low Buffer: ₹2801.25,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
HUDCO.NS,H U D C O,Miscellaneous,22.0,2026-04-30 11:17,215.18,28.04,7.31,-3.99,159.58,240.95,34.84,Stable,Normal,15.5,0.0,15.7,9.62,0.0,0.0,43081.0,https://www.screener.in/company/HUDCO/consolidated/,0.32,7.17,81.81,0.32,0.65,1.2,1.91,7.17,7.15,11.8,11.39,1,0,-1.59,-4.22,Selling (-1.6% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹305.42 | 52W Low Buffer: ₹183.52,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
360ONE.NS,360 ONE,Miscellaneous,22.0,2026-04-30 11:17,1023.45,5.32,-6.02,-10.84,896.51,1239.46,14.16,Stable,Rising,34.1,0.0,14.4,12.1,0.0,18.4,41442.0,https://www.screener.in/company/360ONE/consolidated/,63.93,3.79,21.46,63.93,61.87,62.48,63.22,3.79,6.36,8.87,8.34,0,0,0.71,-4.55,Buying (+0.7% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹660.29 | 52W Low Buffer: ₹1030.99,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
PAGEIND.NS,Page Industries,Textiles,18.0,2026-04-30 11:17,36400.0,14.45,10.34,-9.59,30200.0,48937.43,20.53,Rising,Rising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.screener.in/company/PAGEIND/consolidated/,21.99,21.41,46.12,21.99,21.98,21.78,20.86,21.41,22.92,23.92,25.85,0,0,1.13,-4.44,Buying (+1.1% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹34730.0,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
ASTRAL.NS,Astral,Miscellaneous,22.0,2026-04-30 11:17,1525.5,-5.78,13.18,5.69,1265.88,1746.3,20.51,Rising,Rising,79.6,0.0,14.9,19.7,0.0,5.66,40993.0,https://www.screener.in/company/ASTRAL/consolidated/,15.65,15.87,55.85,15.65,18.5,19.79,21.22,15.87,13.21,13.66,12.85,1,0,-5.57,3.02,Selling (-5.6% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹421.62 | 52W Low Buffer: ₹1455.76,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
GLAXO.NS,Glaxosmi. Pharma,Pharmaceuticals,28.0,2026-04-30 11:17,2335.0,3.34,2.48,-14.27,2259.5,3466.2,3.34,Stable,Normal,39.3,0.0,46.9,63.2,0.0,1.39,39539.0,https://www.screener.in/company/GLAXO/consolidated/,2.41,10.25,75.0,2.41,2.5,2.93,3.48,10.25,10.01,8.64,7.9,1,1,-1.07,2.35,Selling (-1.1% over 4Q),Accumulating (+2.4% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1663.61 | 52W Low Buffer: ₹2598.42,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
KALYANKJIL.NS,Kalyan Jewellers,Jewellery,30.0,2026-04-30 11:17,406.2,4.6,2.43,-16.62,361.65,611.21,12.32,Stable,Normal,36.3,0.0,16.0,15.0,0.0,26.37,41971.0,https://www.screener.in/company/KALYANKJIL/consolidated/,27.09,5.17,60.55,27.09,26.56,26.21,21.1,5.17,4.86,5.48,11.0,0,0,5.99,-5.83,Buying (+6.0% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹335.7 | 52W Low Buffer: ₹415.9,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
MPHASIS.NS,Mphasis,IT,28.0,2026-04-30 11:17,2299.5,8.62,-17.84,-17.39,2047.4,3000.6,12.31,Falling,Normal,23.3,0.0,18.5,22.8,0.0,11.6,43998.0,https://www.screener.in/company/MPHASIS/consolidated/,17.19,21.05,55.58,17.19,16.6,15.72,14.84,21.05,22.55,23.71,24.63,0,0,2.35,-3.58,Buying (+2.4% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹2763.35 | 52W Low Buffer: ₹2354.51,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
NLCINDIA.NS,NLC India,Miscellaneous,22.0,2026-04-30 11:17,316.2,16.94,27.24,21.57,213.42,318.2,48.16,Rising,Rising,16.7,0.0,14.5,10.5,0.0,6.27,43838.0,https://www.screener.in/company/NLCINDIA/consolidated/,0.81,8.02,79.2,0.81,0.95,1.21,2.39,8.02,9.18,8.85,13.38,1,0,-1.58,-5.36,Selling (-1.6% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹416.55 | 52W Low Buffer: ₹245.43,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
EMBASSY.NS,Embassy Off.REIT,Miscellaneous,22.0,2026-04-30 11:17,,,,,353.96,453.97,,Stable,Normal,141.0,0.0,1.31,5.7,0.0,11.02,40144.0,https://www.screener.in/company/EMBASSY/consolidated/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No data,No data,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹407.05,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
M&MFIN.NS,M & M Fin. Serv.,Miscellaneous,22.0,2026-04-30 11:17,313.2,3.73,-10.42,6.78,231.89,404.4,35.06,Falling,Rising,14.7,0.0,12.3,8.72,0.0,0.0,43444.0,https://www.screener.in/company/M&MFIN/consolidated/,13.92,26.95,52.16,13.92,14.1,12.72,11.95,26.95,25.84,26.96,28.61,0,0,1.97,-1.66,Buying (+2.0% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹468.73 | 52W Low Buffer: ₹266.67,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
IPCALAB.NS,Ipca Labs.,Pharmaceuticals,28.0,2026-04-30 11:17,1564.6,-1.35,5.65,20.6,1268.7,1601.2,23.32,Stable,Normal,37.6,0.0,12.8,14.7,0.0,6.83,39662.0,https://www.screener.in/company/IPCALAB/consolidated/,10.05,34.86,46.29,10.05,9.86,10.27,10.51,34.86,34.72,34.19,34.05,0,1,-0.46,0.81,Stable,Accumulating (+0.8% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1165.13 | 52W Low Buffer: ₹1459.0,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
UBL.NS,United Breweries,FMCG,45.0,2026-04-30 11:17,1467.0,-5.9,1.17,-17.31,1423.6,2170.62,3.05,Stable,Normal,92.3,0.0,10.8,13.9,0.0,4.46,38792.0,https://www.screener.in/company/UBL/consolidated/,6.31,14.65,72.72,6.31,6.7,6.71,6.63,14.65,15.97,16.06,16.12,0,0,-0.32,-1.47,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹715.22 | 52W Low Buffer: ₹1637.14,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
CONCOR.NS,Container Corpn.,Logistics,22.0,2026-04-30 11:17,510.0,16.39,3.48,-3.39,423.75,638.16,20.35,Stable,Normal,30.4,0.0,10.8,13.9,0.0,2.44,38843.0,https://www.screener.in/company/CONCOR/consolidated/,21.57,20.49,54.8,21.57,20.69,19.55,16.63,20.49,21.46,22.76,24.88,0,0,4.94,-4.39,Buying (+4.9% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹369.08 | 52W Low Buffer: ₹487.31,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
IREDA.NS,Indian Renewable,Power,18.0,2026-04-30 11:18,134.2,18.02,5.91,-11.9,108.41,182.27,23.79,Stable,Rising,20.1,0.0,18.0,9.37,0.0,0.0,37728.0,https://www.screener.in/company/IREDA/consolidated/,1.88,4.37,75.0,1.88,1.36,2.7,2.02,4.37,0.94,0.42,0.35,0,1,-0.14,4.02,Stable,Accumulating (+4.0% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹120.18 | 52W Low Buffer: ₹124.67,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
AIAENG.NS,AIA Engineering,Engineering,28.0,2026-04-30 11:18,3891.6,12.53,4.58,20.16,3001.7,4108.4,29.65,Stable,Normal,31.2,0.0,15.4,18.9,0.0,0.56,36345.0,https://www.screener.in/company/AIAENG/consolidated/,18.05,20.93,58.47,18.05,18.5,18.29,18.16,20.93,20.29,20.46,20.53,0,0,-0.11,0.4,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹3492.46 | 52W Low Buffer: ₹3451.95,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
BLUESTARCO.NS,Blue Star,Miscellaneous,22.0,2026-04-30 11:18,1768.7,5.58,3.21,-9.65,1524.97,2016.7,15.98,Stable,Rising,67.9,0.0,20.6,26.2,0.0,3.18,36291.0,https://www.screener.in/company/BLUESTARCO/consolidated/,11.06,24.51,38.91,11.06,14.89,15.38,15.93,24.51,25.24,24.82,24.69,1,0,-4.87,-0.18,Selling (-4.9% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹573.07 | 52W Low Buffer: ₹1753.72,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
MINDSPACE.NS,Mindspace Busine,Miscellaneous,22.0,2026-04-30 11:18,466.69,0.52,-3.4,2.95,364.15,503.23,28.16,Stable,Normal,55.4,0.0,4.65,7.64,0.0,20.9,37509.0,https://www.screener.in/company/MINDSPACE/consolidated/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No data,No data,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹185.33 | 52W Low Buffer: ₹418.77,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
FLUOROCHEM.NS,Gujarat Fluoroch,Chemicals,25.0,2026-04-30 11:18,3423.4,11.59,5.61,-8.58,2980.4,4029.72,14.86,Stable,Normal,56.4,0.0,8.29,9.89,0.0,2.43,37640.0,https://www.screener.in/company/FLUOROCHEM/consolidated/,6.44,5.86,63.8,6.44,4.82,4.58,4.51,5.86,7.68,8.59,8.76,0,0,1.93,-2.9,Buying (+1.9% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1517.46 | 52W Low Buffer: ₹3427.46,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
ASTERDM.NS,Aster DM Health.,Healthcare,35.0,2026-04-30 11:18,689.5,3.67,21.8,-0.98,501.91,719.8,37.37,Rising,Normal,99.1,0.0,8.26,10.7,0.0,7.81,35688.0,https://www.screener.in/company/ASTERDM/consolidated/,38.82,8.62,41.88,38.82,40.22,41.0,33.48,8.62,7.64,7.15,13.7,0,0,5.34,-5.08,Buying (+5.3% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹243.52 | 52W Low Buffer: ₹577.2,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
NH.NS,Narayana Hrudaya,Healthcare,35.0,2026-04-30 11:18,1750.0,7.0,-3.53,-0.83,1605.3,2257.88,9.01,Stable,Normal,43.4,0.0,24.2,20.8,0.0,23.62,35794.0,https://www.screener.in/company/NH/consolidated/,11.1,11.95,63.85,11.1,11.59,11.51,10.91,11.95,10.89,10.23,9.51,0,1,0.19,2.44,Buying (+0.2% over 4Q),Accumulating (+2.4% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1411.29 | 52W Low Buffer: ₹1846.09,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
LTTS.NS,L&T Technology,IT,28.0,2026-04-30 11:18,3485.0,8.96,-10.61,-16.6,3075.6,4696.2,13.31,Falling,Normal,28.9,0.0,20.4,26.4,0.0,3.06,36987.0,https://www.screener.in/company/LTTS/consolidated/,5.31,10.37,73.8,5.31,5.89,5.63,5.52,10.37,10.77,11.33,12.09,0,0,-0.21,-1.72,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹3376.47 | 52W Low Buffer: ₹3536.94,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
TATAINVEST.NS,Tata Inv.Corpn.,Miscellaneous,22.0,2026-04-30 11:18,721.3,27.1,16.29,-20.39,541.15,1058.0,33.29,Rising,Normal,84.1,0.0,1.44,1.57,0.0,29.74,36477.0,https://www.screener.in/company/TATAINVEST/consolidated/,1.16,0.43,73.38,1.16,1.12,1.2,2.25,0.43,0.44,0.45,0.46,0,0,-1.09,-0.03,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹188.69 | 52W Low Buffer: ₹622.32,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SONACOMS.NS,Sona BLW Precis.,Miscellaneous,22.0,2026-04-30 11:18,589.7,20.65,33.11,26.27,403.94,599.7,45.99,Rising,Normal,56.2,0.0,14.4,17.8,0.0,14.41,36658.0,https://www.screener.in/company/SONACOMS/consolidated/,31.68,28.2,29.76,31.68,33.35,32.88,32.93,28.2,27.5,27.9,28.77,0,0,-1.25,-0.57,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹230.84 | 52W Low Buffer: ₹464.53,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
AJANTPHARM.NS,Ajanta Pharma,Pharmaceuticals,28.0,2026-04-30 11:18,2800.2,-0.27,3.21,17.51,2361.91,3119.5,18.56,Stable,Normal,34.4,0.0,24.9,32.4,0.0,11.92,34965.0,https://www.screener.in/company/AJANTPHARM/consolidated/,10.19,15.36,66.22,10.19,9.99,9.11,8.54,15.36,15.6,16.67,17.48,0,0,1.65,-2.12,Buying (+1.6% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹2279.23 | 52W Low Buffer: ₹2716.2,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
DELHIVERY.NS,Delhivery,Miscellaneous,22.0,2026-04-30 11:18,457.5,6.71,20.87,2.39,300.2,484.85,52.4,Rising,Rising,190.0,0.0,1.52,2.47,0.0,10.28,34257.0,https://www.screener.in/company/DELHIVERY/consolidated/,65.57,14.58,0.0,65.57,65.5,62.71,63.63,14.58,14.68,17.02,19.62,0,0,1.94,-5.04,Buying (+1.9% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹52.97 | 52W Low Buffer: ₹345.23,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
PGHH.NS,P & G Hygiene,FMCG,45.0,2026-04-30 11:19,10137.0,10.93,-13.6,-27.83,9138.0,14146.5,10.93,Falling,Normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.screener.in/company/PGHH/consolidated/,1.13,15.49,70.64,1.13,1.3,1.48,1.57,15.49,15.45,15.29,15.11,1,1,-0.44,0.38,Selling (-0.4% over 4Q),Accumulating (+0.4% over 4Q),0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹10508.7,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
GODREJIND.NS,Godrej Industrie,Real Estate,30.0,2026-04-30 11:19,958.5,23.65,-4.71,-11.45,749.0,1359.5,27.97,Stable,Rising,32.1,0.0,9.64,7.83,0.0,3.39,32340.0,https://www.screener.in/company/GODREJIND/consolidated/,10.76,1.84,67.17,10.76,10.39,10.17,7.92,1.84,2.34,2.9,4.86,0,0,2.84,-3.02,Buying (+2.8% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹895.79 | 52W Low Buffer: ₹861.35,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
UCOBANK.NS,UCO Bank,Banking,12.0,2026-04-30 11:19,26.46,12.12,-7.93,-15.79,22.45,34.27,17.86,Stable,Normal,13.4,0.0,8.5,5.76,0.0,0.0,33142.0,https://www.screener.in/company/UCOBANK/consolidated/,0.05,1.35,95.39,0.05,0.09,0.01,0.03,1.35,1.36,1.32,1.32,0,0,0.02,0.03,Buying (+0.0% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹23.7 | 52W Low Buffer: ₹25.82,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
NAVINFLUOR.NS,Navin Fluo.Intl.,Chemicals,25.0,2026-04-30 11:19,6710.5,10.83,15.67,37.54,4231.48,6758.5,58.59,Rising,Normal,51.6,0.0,20.3,21.4,0.0,41.08,34536.0,https://www.screener.in/company/NAVINFLUOR/consolidated/,18.5,25.97,28.8,18.5,19.2,15.92,15.57,25.97,26.01,28.92,28.6,0,0,2.93,-2.63,Buying (+2.9% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹3251.21 | 52W Low Buffer: ₹4866.2,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
ITCHOTELS.NS,ITC Hotels,Hotels,35.0,2026-04-30 11:19,156.48,10.38,-16.46,-25.56,137.87,254.75,13.5,Falling,Normal,39.9,0.0,6.66,9.63,0.0,10.84,32640.0,https://www.screener.in/company/ITCHOTELS/consolidated/,25.37,21.6,39.88,25.37,25.36,25.49,16.1,21.6,20.61,20.21,21.13,0,0,9.27,0.47,Buying (+9.3% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹137.26 | 52W Low Buffer: ₹158.55,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
