ticker,name,sector,sector_pe,last_updated,price,price_1m_ret,price_3m_ret,price_6m_ret,low_52w,high_52w,pct_above_52w_low,price_trend,volume_trend,pe,pb,roe,roce,de,revenue_growth,market_cap_cr,screener_url,fii_pct,dii_pct,promoter_pct,fii_q1,fii_q2,fii_q3,fii_q4,dii_q1,dii_q2,dii_q3,dii_q4,fii_selling_4q,dii_buying_4q,fii_trend_pct,dii_trend_pct,fii_label,dii_label,fair_value,buy_zone_low,buy_zone_high,strong_buy_below,value_signal,valuation_methods,composite_score,grade,rank,score_value,score_quality,score_momentum,score_smartmoney,rank_value,rank_quality,rank_momentum,rank_smartmoney,scrape_status,exported_at
JKPAPER.NS,JK Paper,Miscellaneous,22.0,2026-04-30 11:48,360.5,10.63,9.94,-10.33,295.84,426.25,21.86,Stable,Normal,24.4,0.0,7.04,8.63,0.0,2.34,6548.0,https://www.screener.in/company/JKPAPER/consolidated/,10.46,3.11,49.64,10.46,10.9,10.75,9.26,3.11,3.18,3.37,3.71,0,0,1.2,-0.6,Buying (+1.2% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹325.04 | 52W Low Buffer: ₹340.22,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SHAKTIPUMP.NS,Shakti Pumps,Engineering,28.0,2026-04-30 11:48,547.55,13.36,-15.32,-32.06,459.95,1007.45,19.05,Falling,Normal,20.6,0.0,42.6,55.3,0.0,-0.44,6797.0,https://www.screener.in/company/SHAKTIPUMP/consolidated/,0.39,0.15,56.22,0.39,0.64,0.49,0.77,0.15,0.22,0.31,8.68,0,0,-0.38,-8.53,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹744.24 | 52W Low Buffer: ₹528.94,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
ALOKINDS.NS,Alok Industries,Miscellaneous,22.0,2026-04-30 11:48,13.7,15.03,-2.84,-23.46,11.18,22.13,22.54,Stable,Normal,0.0,0.0,0.0,-3.25,0.0,0.16,6812.0,https://www.screener.in/company/ALOKINDS/consolidated/,2.16,0.32,75.0,2.16,2.15,2.24,2.34,0.32,0.34,0.37,0.37,0,0,-0.18,-0.05,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹12.86,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SAREGAMA.NS,Saregama India,Media,20.0,2026-04-30 11:48,343.4,3.95,6.07,-24.37,311.1,573.67,10.38,Stable,Normal,34.4,0.0,12.5,17.2,0.0,-19.9,6633.0,https://www.screener.in/company/SAREGAMA/consolidated/,17.79,2.27,58.83,17.79,17.12,16.81,16.05,2.27,2.38,2.62,2.58,0,0,1.74,-0.31,Buying (+1.7% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹199.65 | 52W Low Buffer: ₹357.76,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
GOKULAGRO.NS,Gokul Agro,FMCG,45.0,2026-04-30 11:48,236.99,28.57,53.18,37.19,109.97,236.99,115.5,Rising,Normal,23.4,0.0,27.0,34.2,0.0,19.37,6994.0,https://www.screener.in/company/GOKULAGRO/consolidated/,0.05,0.0,72.56,0.05,0.06,0.05,0.76,0.0,0.0,0.0,0.0,0,0,-0.71,0.0,Stable,No data,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹455.75 | 52W Low Buffer: ₹126.47,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
KINGFA.NS,Kingfa Science,Chemicals,25.0,2026-04-30 11:48,4655.4,15.46,11.96,-3.28,2952.2,4920.4,57.69,Rising,Rising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.screener.in/company/KINGFA/consolidated/,6.34,0.0,74.99,6.34,6.35,6.36,6.33,0.0,0.0,0.0,0.0,0,0,0.01,0.0,Buying (+0.0% over 4Q),No data,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹3395.03,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
CSBBANK.NS,CSB Bank,Banking,12.0,2026-04-30 11:48,382.35,8.08,-18.47,-2.31,332.3,557.45,15.06,Falling,Normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.screener.in/company/CSBBANK/consolidated/,5.89,12.19,49.72,5.89,4.65,4.62,4.93,12.19,14.35,16.07,15.94,0,0,0.96,-3.75,Buying (+1.0% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹382.14,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
DODLA.NS,Dodla Dairy,FMCG,45.0,2026-04-30 11:49,1090.2,9.01,-7.96,-17.03,971.1,1462.6,12.26,Stable,Normal,24.2,0.0,19.8,26.6,0.0,6.45,6571.0,https://www.screener.in/company/DODLA/consolidated/,10.59,18.06,62.21,10.59,10.92,11.34,11.36,18.06,16.99,16.9,17.62,1,0,-0.77,0.44,Selling (-0.8% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹2027.23 | 52W Low Buffer: ₹1116.76,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
NEWGEN.NS,Newgen Software,IT,28.0,2026-04-30 11:49,482.45,14.32,-23.68,-45.02,402.3,1328.04,19.92,Falling,Normal,21.1,0.0,22.5,28.0,0.0,4.37,6871.0,https://www.screener.in/company/NEWGEN/consolidated/,15.34,8.22,55.16,15.34,15.92,15.22,16.41,8.22,9.23,9.73,9.71,0,0,-1.07,-1.49,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹640.22 | 52W Low Buffer: ₹462.64,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
JAIBALAJI.NS,Jai Balaji Inds.,Metals,12.0,2026-04-30 11:49,77.93,38.71,13.68,-18.5,54.14,134.58,43.94,Rising,Normal,24.4,0.0,30.7,36.1,0.0,-8.9,7132.0,https://www.screener.in/company/JAIBALAJI/consolidated/,0.09,0.05,58.73,0.09,0.67,2.57,3.05,0.05,0.0,0.0,0.07,1,0,-2.96,-0.02,Selling (-3.0% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹38.33 | 52W Low Buffer: ₹62.26,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
MOIL.NS,MOIL,Metals,12.0,2026-04-30 11:49,313.0,13.65,-4.88,-16.23,248.05,387.79,26.18,Stable,Normal,61.4,0.0,8.31,11.4,0.0,-5.61,6385.0,https://www.screener.in/company/MOIL/consolidated/,6.16,12.33,64.68,6.16,5.72,4.71,2.35,12.33,12.73,11.29,12.35,0,0,3.81,-0.02,Buying (+3.8% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹61.17 | 52W Low Buffer: ₹285.26,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
INDIAGLYCO.NS,India Glycols,Miscellaneous,22.0,2026-04-30 11:49,1046.9,18.31,25.14,5.94,673.78,1145.91,55.38,Rising,Normal,25.7,0.0,11.1,12.4,0.0,8.76,6945.0,https://www.screener.in/company/INDIAGLYCO/consolidated/,1.16,1.97,61.02,1.16,1.29,1.57,1.8,1.97,0.06,0.11,0.08,1,0,-0.64,1.89,Selling (-0.6% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹896.18 | 52W Low Buffer: ₹774.85,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
PARAS.NS,Paras Defence,Defence,40.0,2026-04-30 11:49,788.3,25.96,26.4,12.12,584.6,932.88,34.84,Rising,Normal,86.4,0.0,11.5,15.6,0.0,13.15,6346.0,https://www.screener.in/company/PARAS/consolidated/,0.11,2.21,58.94,0.11,0.56,0.49,0.13,2.21,2.72,2.73,2.75,0,0,-0.02,-0.54,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹364.95 | 52W Low Buffer: ₹672.29,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
TANLA.NS,Tanla Platforms,IT,28.0,2026-04-30 11:49,523.25,32.8,20.81,-24.49,373.26,738.04,40.19,Rising,Rising,13.6,0.0,21.4,26.2,0.0,9.68,6929.0,https://www.screener.in/company/TANLA/consolidated/,14.56,0.38,44.18,14.56,15.15,15.46,15.13,0.38,0.74,0.9,0.66,0,0,-0.57,-0.28,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1077.28 | 52W Low Buffer: ₹429.25,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
MAXESTATES.NS,Max Estates,Real Estate,30.0,2026-04-30 11:49,392.75,18.78,1.96,-16.83,308.75,552.2,27.21,Stable,Normal,184.0,0.0,2.01,2.54,0.0,18.75,6428.0,https://www.screener.in/company/MAXESTATES/consolidated/,29.53,0.01,49.51,29.53,27.61,27.54,27.55,0.01,0.2,0.03,5.72,0,0,1.98,-5.71,Buying (+2.0% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹64.04 | 52W Low Buffer: ₹355.06,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SHREMINVIT.NS,Shrem InvIT,Miscellaneous,22.0,2026-04-30 11:49,101.5,4.22,8.93,12.86,88.28,105.0,14.97,Stable,Normal,7.16,0.0,17.3,11.2,0.0,-1.38,6170.0,https://www.screener.in/company/SHREMINVIT/consolidated/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No data,No data,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹311.87 | 52W Low Buffer: ₹101.52,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SKYGOLD.NS,Sky Gold & Diam.,Jewellery,30.0,2026-04-30 11:49,460.0,39.99,41.78,40.93,258.8,460.0,77.74,Rising,Normal,31.0,0.0,25.5,21.2,0.0,53.38,7114.0,https://www.screener.in/company/SKYGOLD/consolidated/,0.01,0.0,73.55,0.01,0.0,0.13,0.04,0.0,0.0,0.02,0.0,0,0,-0.03,0.0,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹445.16 | 52W Low Buffer: ₹297.62,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
THYROCARE.NS,Thyrocare Tech.,Healthcare,35.0,2026-04-30 11:49,398.4,10.28,-13.3,-5.78,286.49,530.63,39.06,Falling,Normal,44.8,0.0,16.2,24.8,0.0,15.28,6359.0,https://www.screener.in/company/THYROCARE/consolidated/,3.44,13.46,71.14,3.44,3.46,3.35,2.9,13.46,13.33,13.89,14.88,0,0,0.54,-1.42,Buying (+0.5% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹311.25 | 52W Low Buffer: ₹329.46,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
ELITECON.NS,Elitecon Inter.,Miscellaneous,22.0,2026-04-30 11:50,36.6,0.0,0.0,0.0,36.6,45.6,0.0,Stable,Normal,18.1,0.0,43.5,0.0,0.0,769.03,5803.0,https://www.screener.in/company/ELITECON/consolidated/,0.0,0.0,90.49,0.0,0.0,15.49,15.49,0.0,0.0,0.0,0.0,1,0,-15.49,0.0,Selling (-15.5% over 4Q),No data,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹44.49 | 52W Low Buffer: ₹42.09,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
DCBBANK.NS,DCB Bank,Banking,12.0,2026-04-30 11:50,186.83,12.39,4.25,43.83,120.21,201.39,55.42,Stable,Normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.screener.in/company/DCBBANK/consolidated/,12.3,39.7,14.82,12.3,12.74,13.02,12.75,39.7,38.99,34.2,29.65,0,1,-0.45,10.05,Stable,Accumulating (+10.1% over 4Q),0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹138.24,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
KOVAI.NS,Kovai Medical,Pharmaceuticals,28.0,2026-04-30 11:50,5692.4,0.0,0.0,0.0,5487.9,5955.4,3.73,Stable,Normal,108.0,0.0,22.2,24.1,0.0,11.49,6243.0,https://www.screener.in/company/KOVAI/consolidated/,2.2,2.19,56.26,2.2,2.25,2.24,0.34,2.19,2.09,2.09,4.18,0,0,1.86,-1.99,Buying (+1.9% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1475.81 | 52W Low Buffer: ₹6311.08,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
AJAXENGG.NS,Ajax Engineering,Engineering,28.0,2026-04-30 11:50,525.65,23.38,0.96,-16.3,404.1,742.3,30.08,Stable,Rising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.screener.in/company/AJAXENGG/consolidated/,5.95,7.92,80.0,5.95,6.47,6.51,6.15,7.92,8.94,9.42,9.71,0,0,-0.2,-1.79,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹464.71,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
LATENTVIEW.NS,Latent View,IT,28.0,2026-04-30 11:50,291.55,11.96,-26.78,-33.09,249.6,502.1,16.81,Falling,Rising,30.4,0.0,11.6,15.2,0.0,18.4,6036.0,https://www.screener.in/company/LATENTVIEW/consolidated/,1.83,1.65,65.74,1.83,2.57,2.54,2.39,1.65,1.58,2.45,4.47,0,0,-0.56,-2.82,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹268.53 | 52W Low Buffer: ₹287.04,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
BECTORFOOD.NS,Mrs Bectors,FMCG,45.0,2026-04-30 11:50,194.75,7.41,-7.45,-23.55,176.02,312.38,10.64,Stable,Rising,42.8,0.0,15.6,18.1,0.0,6.94,5982.0,https://www.screener.in/company/BECTORFOOD/consolidated/,7.57,18.24,51.17,7.57,9.1,9.32,8.39,18.24,18.71,17.98,21.1,0,0,-0.82,-2.86,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹204.76 | 52W Low Buffer: ₹202.42,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
FDC.NS,FDC,Miscellaneous,22.0,2026-04-30 11:50,364.95,13.66,-1.52,-15.17,321.1,503.28,13.66,Stable,Normal,25.7,0.0,11.8,15.9,0.0,-1.42,5967.0,https://www.screener.in/company/FDC/consolidated/,2.06,9.13,69.49,2.06,2.42,2.43,2.65,9.13,8.12,7.76,6.94,1,1,-0.59,2.19,Selling (-0.6% over 4Q),Accumulating (+2.2% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹312.41 | 52W Low Buffer: ₹369.26,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
AHLUCONT.NS,Ahluwalia Contr.,Real Estate,30.0,2026-04-30 11:50,889.8,30.44,1.44,-6.71,655.35,1116.22,35.77,Stable,Normal,22.3,0.0,11.9,18.5,0.0,8.78,5954.0,https://www.screener.in/company/AHLUCONT/consolidated/,11.75,27.4,55.32,11.75,12.6,12.66,13.32,27.4,26.65,26.4,26.04,1,1,-1.57,1.36,Selling (-1.6% over 4Q),Accumulating (+1.4% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹1197.04 | 52W Low Buffer: ₹753.65,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
RENUKA.NS,Sh.Renuka Sugar,FMCG,45.0,2026-04-30 11:50,29.4,10.99,26.83,-0.81,23.05,34.66,27.55,Rising,Rising,0.0,0.0,0.0,10.6,0.0,-13.84,6270.0,https://www.screener.in/company/RENUKA/consolidated/,2.93,10.1,62.48,2.93,3.16,3.22,3.36,10.1,10.12,10.1,10.08,1,0,-0.43,0.02,Selling (-0.4% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹26.51,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
BAJAJCON.NS,Bajaj Consumer,FMCG,45.0,2026-04-30 11:51,456.25,30.32,84.38,72.11,162.0,474.3,181.64,Rising,Rising,31.4,0.0,25.3,30.6,0.0,20.73,5967.0,https://www.screener.in/company/BAJAJCON/consolidated/,12.75,16.97,39.35,12.75,14.76,14.41,14.1,16.97,17.42,17.17,17.47,0,0,-1.35,-0.5,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹653.86 | 52W Low Buffer: ₹186.3,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
IONEXCHANG.NS,ION Exchange,Miscellaneous,22.0,2026-04-30 11:51,400.55,20.2,14.02,1.64,317.25,566.29,26.26,Rising,Normal,30.2,0.0,18.7,22.3,0.0,5.44,5859.0,https://www.screener.in/company/IONEXCHANG/consolidated/,2.44,11.66,26.94,2.44,3.94,5.2,5.63,11.66,11.9,11.95,12.21,1,0,-3.19,-0.55,Selling (-3.2% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹291.79 | 52W Low Buffer: ₹364.84,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
INDIGRID.NS,Indus Inf. Trust,Miscellaneous,22.0,2026-04-30 11:51,174.63,5.8,8.51,8.45,132.6,174.63,31.69,Stable,Normal,60.5,0.0,6.6,7.51,0.0,3.5,19699.0,https://www.screener.in/company/INDIGRID/consolidated/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,No data,No data,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹63.5 | 52W Low Buffer: ₹152.49,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SHILCTECH.NS,Shilchar Tech.,IT,28.0,2026-04-30 11:51,5076.0,40.29,70.08,0.0,2923.4,5311.6,73.63,Rising,Normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.screener.in/company/SHILCTECH/consolidated/,0.59,0.0,65.85,0.59,1.0,3.17,3.55,0.0,0.0,0.0,0.0,1,0,-2.96,0.0,Selling (-3.0% over 4Q),No data,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹3361.91,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
FIEMIND.NS,Fiem Industries,Miscellaneous,22.0,2026-04-30 11:51,2146.4,9.17,-1.6,8.35,1410.43,2545.7,52.18,Stable,Normal,23.5,0.0,21.0,27.8,0.0,11.6,5660.0,https://www.screener.in/company/FIEMIND/consolidated/,3.94,0.81,66.56,3.94,2.9,2.32,1.99,0.81,0.86,0.8,1.65,0,0,1.95,-0.84,Buying (+1.9% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹2009.4 | 52W Low Buffer: ₹1621.99,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SUPRAJIT.NS,Suprajit Engg.,Engineering,28.0,2026-04-30 11:51,415.8,0.33,-3.2,-7.29,379.97,492.34,9.43,Stable,Normal,40.7,0.0,6.5,11.0,0.0,11.69,5696.0,https://www.screener.in/company/SUPRAJIT/consolidated/,5.11,15.9,44.64,5.11,4.76,4.56,4.79,15.9,15.86,16.21,17.5,0,0,0.32,-1.6,Buying (+0.3% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹286.05 | 52W Low Buffer: ₹436.97,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
GREENLAM.NS,Greenlam Industr,Miscellaneous,22.0,2026-04-30 11:51,228.27,12.82,-7.71,-10.81,202.34,275.75,12.82,Stable,Normal,322.0,0.0,6.07,7.41,0.0,11.72,5854.0,https://www.screener.in/company/GREENLAM/consolidated/,1.45,15.6,51.22,1.45,1.37,1.28,1.36,15.6,15.58,15.54,15.56,0,0,0.09,0.04,Buying (+0.1% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹15.6 | 52W Low Buffer: ₹232.69,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
POWERICA.NS,Powerica Ltd,Power,18.0,2026-04-30 11:51,491.0,0.0,0.0,0.0,390.0,492.6,25.9,Stable,Normal,27.7,0.0,15.7,21.6,0.0,20.05,6218.0,https://www.screener.in/company/POWERICA/consolidated/,4.76,15.37,77.18,4.76,0.0,0.0,0.0,15.37,0.0,0.0,0.0,0,1,4.76,15.37,Buying (+4.8% over 4Q),Accumulating (+15.4% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹319.06 | 52W Low Buffer: ₹448.5,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
CEIGALL.NS,Ceigall India,Real Estate,30.0,2026-04-30 11:51,334.9,24.96,24.2,33.83,226.39,338.15,47.93,Rising,Normal,22.5,0.0,20.9,19.4,0.0,6.14,5837.0,https://www.screener.in/company/CEIGALL/consolidated/,2.97,6.88,82.05,2.97,1.58,1.47,1.81,6.88,7.67,8.23,7.33,0,0,1.16,-0.45,Buying (+1.2% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹446.53 | 52W Low Buffer: ₹260.35,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
GUJALKALI.NS,Gujarat Alkalies,Chemicals,25.0,2026-04-30 11:51,760.0,29.77,65.83,37.33,414.15,769.45,83.51,Rising,Normal,0.0,0.0,-1.13,-0.34,0.0,5.77,5579.0,https://www.screener.in/company/GUJALKALI/consolidated/,1.98,1.51,46.28,1.98,1.88,2.07,2.1,1.51,1.96,2.17,3.13,0,0,-0.12,-1.62,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹476.27,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
FEDFINA.NS,Fedbank Financi.,Banking,12.0,2026-04-30 11:52,147.82,13.45,-1.81,-1.88,84.0,176.39,75.98,Stable,Normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.screener.in/company/FEDFINA/consolidated/,2.54,22.64,61.65,2.54,1.05,0.85,0.63,22.64,23.17,23.43,22.56,0,0,1.91,0.08,Buying (+1.9% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹96.6,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
BALUFORGE.NS,Balu Forge,Casting & Forging,20.0,2026-04-30 11:52,518.0,26.76,29.0,-17.19,356.3,762.73,45.38,Rising,Normal,24.6,0.0,25.4,31.3,0.0,20.45,6296.0,https://www.screener.in/company/BALUFORGE/consolidated/,5.55,0.0,65.41,5.55,6.48,8.77,9.71,0.0,2.0,1.95,1.88,1,0,-4.16,-1.88,Selling (-4.2% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹421.14 | 52W Low Buffer: ₹409.75,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
PNCINFRA.NS,PNC Infratech,IT,28.0,2026-04-30 11:52,214.58,26.61,-2.77,-25.3,160.55,318.68,33.65,Stable,Rising,13.3,0.0,13.9,13.9,0.0,-19.41,5500.0,https://www.screener.in/company/PNCINFRA/consolidated/,10.26,28.5,56.07,10.26,10.78,10.98,11.85,28.5,28.1,27.24,26.96,1,1,-1.59,1.54,Selling (-1.6% over 4Q),Accumulating (+1.5% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹451.75 | 52W Low Buffer: ₹184.63,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SYMPHONY.NS,Symphony,Miscellaneous,22.0,2026-04-30 11:52,836.8,17.22,-1.41,-5.26,688.3,1306.65,21.57,Stable,Normal,35.2,0.0,32.4,36.8,0.0,-38.2,5750.0,https://www.screener.in/company/SYMPHONY/consolidated/,3.62,10.69,73.38,3.62,3.81,3.4,3.32,10.69,10.44,11.03,10.27,0,0,0.3,0.42,Buying (+0.3% over 4Q),Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹523.0 | 52W Low Buffer: ₹791.54,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
KENNAMET.NS,Kennametal India,Metals,12.0,2026-04-30 11:52,2655.1,0.0,0.0,0.0,2462.0,2698.9,7.84,Stable,Normal,50.2,0.0,18.4,24.6,0.0,3.03,5881.0,https://www.screener.in/company/KENNAMET/consolidated/,0.71,13.2,75.0,0.71,0.87,0.98,0.96,13.2,13.04,13.17,13.45,0,0,-0.25,-0.25,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹634.69 | 52W Low Buffer: ₹2831.3,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
PTC.NS,PTC India,Power,18.0,2026-04-30 11:52,198.74,21.82,32.38,22.28,149.9,205.71,32.58,Rising,Rising,9.47,0.0,12.3,11.5,0.0,-2.73,5888.0,https://www.screener.in/company/PTC/consolidated/,28.28,8.31,16.22,28.28,27.47,28.78,29.41,8.31,7.82,6.32,5.91,0,1,-1.13,2.4,Stable,Accumulating (+2.4% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹377.75 | 52W Low Buffer: ₹172.38,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
SAPPHIRE.NS,Sapphire Foods,FMCG,45.0,2026-04-30 11:52,201.5,26.55,0.12,-29.97,150.42,344.2,33.96,Stable,Rising,0.0,0.0,-1.04,3.99,0.0,8.43,6463.0,https://www.screener.in/company/SAPPHIRE/consolidated/,18.66,29.61,44.87,18.66,23.65,29.98,29.95,29.61,28.04,31.69,32.39,0,0,-11.29,-2.78,Stable,Stable/Reducing,0.0,0.0,0.0,0.0,No Data,52W Low Buffer: ₹172.98,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
HCC.NS,Hind.Construct.,Real Estate,30.0,2026-04-30 11:53,21.7,49.45,17.87,-21.91,13.73,36.39,58.05,Rising,Rising,34.1,0.0,-0.7,25.2,0.0,-22.35,5671.0,https://www.screener.in/company/HCC/consolidated/,5.64,11.76,18.59,5.64,5.58,7.84,9.19,11.76,9.52,9.38,8.19,0,1,-3.55,3.57,Stable,Accumulating (+3.6% over 4Q),0.0,0.0,0.0,0.0,No Data,PE Mean Reversion: ₹19.09 | 52W Low Buffer: ₹15.79,42.6,C,1,50.0,31.5,45.0,46.8,1,1,1,1,done,2026-04-30 12:44
